,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine
46050,2009-02-06,21.0,39.6,0.0,12.4,12.7
46051,2009-02-07,20.4,40.0,0.0,12.4,12.7
46052,2009-02-08,21.1,40.0,0.0,14.4,12.3
46053,2009-02-09,17.3,26.0,0.0,14.6,6.7
46054,2009-02-10,12.5,23.8,0.0,4.6,4.4
46055,2009-02-11,11.2,22.9,0.0,4.8,7.4
46056,2009-02-12,10.9,16.2,0.0,6.8,1.8
46057,2009-02-13,11.3,18.1,4.0,3.0,6.3
46058,2009-02-14,9.1,19.4,0.0,5.0,2.8
46059,2009-02-15,13.2,21.7,1.0,6.0,5.0
46060,2009-02-16,13.2,20.5,0.2,5.4,6.0
46061,2009-02-17,10.1,20.9,0.0,5.6,1.3
46062,2009-02-18,15.4,24.8,0.0,5.2,7.4
46063,2009-02-19,11.3,31.2,0.0,6.2,11.6
46064,2009-02-20,10.9,30.3,0.0,8.6,3.3
46065,2009-02-21,12.9,27.3,0.0,4.0,10.9
46066,2009-02-22,11.3,27.9,0.0,7.0,7.4
46067,2009-02-23,13.7,30.6,0.0,5.0,9.0
46068,2009-02-24,11.7,31.8,1.2,5.2,12.3
46069,2009-02-25,12.5,32.3,0.0,12.0,10.9
46070,2009-02-26,11.0,26.2,0.0,8.8,12.1
46071,2009-02-27,15.4,29.5,0.0,7.6,8.9
46072,2009-02-28,13.7,34.8,0.0,7.6,11.5
46073,2009-03-01,15.5,29.0,0.0,10.6,10.6
46074,2009-03-02,16.0,26.4,0.0,7.0,10.7
46075,2009-03-03,16.3,26.2,0.0,6.4,0.8
46076,2009-03-04,16.3,22.8,0.0,4.6,9.3
46077,2009-03-05,11.1,22.2,0.0,12.8,11.6
46078,2009-03-06,5.0,23.6,0.0,8.6,11.3
46079,2009-03-07,9.6,27.5,0.0,7.2,11.3
46080,2009-03-08,13.0,24.1,0.0,6.8,8.4
46081,2009-03-09,14.7,25.9,0.0,5.8,6.1
46082,2009-03-10,12.5,27.6,0.0,4.6,7.7
46083,2009-03-11,14.0,25.5,0.0,6.2,8.0
46084,2009-03-12,15.6,28.6,0.0,7.2,8.3
46085,2009-03-13,17.1,25.4,0.0,6.4,3.6
46086,2009-03-14,13.0,27.6,0.0,3.0,6.7
46087,2009-03-15,11.6,21.2,9.6,6.2,11.3
46088,2009-03-16,6.1,22.1,0.0,7.2,11.5
46089,2009-03-17,3.9,24.3,0.0,8.6,11.6
46090,2009-03-18,7.7,27.2,0.0,5.0,11.5
46091,2009-03-19,9.0,28.3,0.0,7.2,8.8
46092,2009-03-20,8.8,30.2,0.0,5.6,10.0
46093,2009-03-21,9.5,29.6,0.0,7.0,11.2
46094,2009-03-22,10.1,30.3,0.0,6.6,7.6
46095,2009-03-23,10.4,31.2,0.0,7.0,8.0
46096,2009-03-24,11.6,31.9,0.0,6.2,10.6
46097,2009-03-25,14.3,30.7,0.0,8.4,7.1
46098,2009-03-26,12.1,28.7,0.0,8.6,6.7
46099,2009-03-27,13.5,25.0,0.6,5.2,9.2
46100,2009-03-28,13.7,26.8,0.0,4.8,9.3
46101,2009-03-29,9.2,29.7,0.0,5.0,9.9
46102,2009-03-30,10.1,24.4,0.0,7.0,8.9
46103,2009-03-31,13.5,22.8,0.0,5.4,7.5
46104,2009-04-01,15.1,21.2,0.4,5.6,5.4
46105,2009-04-02,15.1,22.9,1.2,2.8,0.7
46106,2009-04-03,14.5,28.6,0.0,2.4,9.1
46107,2009-04-04,13.1,21.5,17.8,7.2,7.9
46108,2009-04-05,11.0,22.1,0.0,3.2,9.6
46109,2009-04-06,7.6,20.8,0.0,5.6,9.0
46110,2009-04-07,7.3,21.0,0.0,4.8,10.4
46111,2009-04-08,6.4,22.2,0.0,4.6,10.8
46112,2009-04-09,8.8,23.4,0.0,2.8,10.8
46113,2009-04-10,9.0,21.4,0.0,4.8,8.9
46114,2009-04-11,7.9,23.7,0.6,2.6,5.0
46115,2009-04-12,11.9,23.5,6.2,2.0,4.4
46116,2009-04-13,9.6,20.2,0.0,4.0,0.7
46117,2009-04-14,12.9,21.5,26.6,2.0,5.9
46118,2009-04-15,7.7,23.7,0.8,1.8,8.6
46119,2009-04-16,2.9,19.0,0.0,7.2,10.8
46120,2009-04-17,2.8,20.7,0.0,4.4,10.6
46121,2009-04-18,5.6,22.1,0.0,3.0,10.4
46122,2009-04-19,6.7,19.3,0.0,3.6,7.6
46123,2009-04-20,8.8,17.3,0.0,3.8,4.9
46124,2009-04-21,9.5,17.9,0.0,3.4,6.6
46125,2009-04-22,7.4,17.8,0.0,3.8,7.7
46126,2009-04-23,9.8,19.4,0.2,3.0,9.8
46127,2009-04-24,7.0,16.8,0.0,2.8,1.0
46128,2009-04-25,10.4,14.9,5.2,2.0,3.3
46129,2009-04-26,7.2,11.7,10.6,4.4,7.5
46130,2009-04-27,5.4,10.8,3.0,3.4,5.8
46131,2009-04-28,6.6,14.1,0.0,1.8,6.0
46132,2009-04-29,1.8,13.0,0.0,2.4,5.9
46133,2009-04-30,2.9,16.6,0.0,2.0,8.6
46134,2009-05-01,0.8,16.5,0.0,2.2,6.7
46135,2009-05-02,1.0,18.1,0.0,2.2,9.8
46136,2009-05-03,4.4,18.5,0.0,1.8,9.6
46137,2009-05-04,1.4,19.1,0.0,2.6,9.6
46138,2009-05-05,4.6,18.1,0.0,2.2,8.8
46139,2009-05-06,4.0,17.1,0.0,2.2,5.1
46140,2009-05-07,-0.5,17.2,0.0,1.6,9.3
46141,2009-05-08,3.1,17.3,0.0,1.6,9.6
46142,2009-05-09,0.4,19.8,0.0,2.2,9.6
46143,2009-05-10,3.5,17.0,0.0,2.0,7.8
46144,2009-05-11,0.2,16.8,0.0,2.4,8.8
46145,2009-05-12,1.4,16.8,0.0,2.0,8.5
46146,2009-05-13,-0.4,15.7,0.0,2.4,9.3
46147,2009-05-14,5.1,13.9,0.0,3.4,1.7
46148,2009-05-15,9.8,14.4,0.0,4.2,2.1
46149,2009-05-16,10.6,15.9,1.6,2.4,8.5
46150,2009-05-17,0.3,16.3,0.0,3.0,8.8
46151,2009-05-18,0.5,16.6,0.0,2.0,9.1
46152,2009-05-19,4.2,17.5,0.0,2.2,4.8
46153,2009-05-20,7.2,16.1,0.0,2.0,2.6
46154,2009-05-21,7.4,16.3,0.0,1.2,3.7
46155,2009-05-22,10.1,15.6,0.2,1.4,4.2
46156,2009-05-23,10.1,17.6,0.4,2.2,6.8
46157,2009-05-24,9.0,17.6,0.0,2.8,3.1
46158,2009-05-25,6.4,18.2,0.0,1.8,6.8
46159,2009-05-26,5.0,14.3,0.0,1.6,0.3
46160,2009-05-27,9.4,16.8,0.0,1.4,5.7
46161,2009-05-28,2.9,14.7,0.0,1.6,5.5
46162,2009-05-29,2.6,12.9,0.0,1.4,5.9
46163,2009-05-30,1.3,13.6,0.0,1.8,1.9
46164,2009-05-31,5.4,13.8,0.2,1.0,4.5
46165,2009-06-01,6.1,13.2,0.4,1.2,0.1
46166,2009-06-02,5.7,16.2,0.0,0.8,2.0
46167,2009-06-03,9.0,14.5,1.6,1.8,0.0
46168,2009-06-04,7.0,13.2,8.2,0.6,0.4
46169,2009-06-05,10.0,15.2,2.2,0.8,3.7
46170,2009-06-06,1.6,12.6,1.2,1.0,5.6
46171,2009-06-07,4.5,11.5,0.6,1.2,3.8
46172,2009-06-08,7.0,12.2,2.6,2.0,5.4
46173,2009-06-09,4.7,9.1,0.2,1.8,3.2
46174,2009-06-10,2.3,9.3,2.0,1.4,7.8
46175,2009-06-11,-5.8,9.0,0.0,1.6,6.2
46176,2009-06-12,-2.2,4.1,0.2,1.8,0.0
46177,2009-06-13,0.6,11.5,0.0,0.4,6.5
46178,2009-06-14,-1.3,13.8,0.2,1.4,7.7
46179,2009-06-15,0.7,12.6,0.2,1.6,5.6
46180,2009-06-16,1.3,13.1,0.0,1.2,5.9
46181,2009-06-17,1.8,14.5,0.0,1.2,7.1
46182,2009-06-18,-1.0,13.0,0.0,1.2,3.2
46183,2009-06-19,-0.7,14.3,0.0,1.4,7.8
46184,2009-06-20,0.4,14.7,0.0,1.4,3.3
46185,2009-06-21,8.0,13.7,11.0,1.4,1.3
46186,2009-06-22,4.1,12.9,2.2,0.6,2.4
46187,2009-06-23,4.4,10.6,0.2,0.4,2.4
46188,2009-06-24,-0.2,13.1,1.0,1.2,3.9
46189,2009-06-25,0.6,12.5,0.2,0.8,6.3
46190,2009-06-26,3.1,12.5,0.0,1.4,6.2
46191,2009-06-27,5.5,15.2,0.0,1.2,4.7
46192,2009-06-28,7.8,14.2,1.2,1.8,1.9
46193,2009-06-29,6.5,12.8,0.0,1.4,5.2
46194,2009-06-30,8.0,16.8,0.0,1.2,5.7
46195,2009-07-01,7.5,12.9,9.8,3.4,8.6
46196,2009-07-02,6.5,10.8,0.6,3.6,5.0
46197,2009-07-03,5.2,10.7,3.4,2.6,8.6
46198,2009-07-04,3.7,11.1,0.0,2.6,8.6
46199,2009-07-05,2.4,11.8,0.0,2.2,8.6
46200,2009-07-06,-3.1,8.9,0.0,1.6,6.6
46201,2009-07-07,-2.9,10.8,0.2,1.8,9.0
46202,2009-07-08,-1.9,10.9,0.0,1.4,1.2
46203,2009-07-09,0.6,12.8,0.0,0.4,6.1
46204,2009-07-10,0.7,13.6,0.0,0.8,3.6
46205,2009-07-11,3.9,12.8,0.0,1.0,1.3
46206,2009-07-12,5.6,14.6,0.0,0.6,9.1
46207,2009-07-13,4.9,12.7,0.0,3.4,7.6
46208,2009-07-14,4.5,10.2,0.0,3.0,5.9
46209,2009-07-15,-1.6,11.1,0.0,1.2,5.7
46210,2009-07-16,-1.6,10.5,0.0,0.6,2.2
46211,2009-07-17,0.6,13.6,0.0,1.2,9.2
46212,2009-07-18,-3.4,11.8,0.0,1.4,7.1
46213,2009-07-19,-0.4,13.5,0.0,2.4,8.7
46214,2009-07-20,1.3,13.9,0.0,1.8,9.1
46215,2009-07-21,-0.8,16.3,0.0,3.0,9.2
46216,2009-07-22,4.4,17.2,0.0,2.6,3.8
46217,2009-07-23,5.2,10.2,7.0,2.4,1.6
46218,2009-07-24,-3.2,11.1,3.0,1.2,8.6
46219,2009-07-25,-2.3,11.8,0.2,1.4,7.8
46220,2009-07-26,-1.0,11.0,0.0,1.6,1.2
46221,2009-07-27,-1.0,12.0,6.2,1.6,7.5
46222,2009-07-28,1.7,12.5,0.0,1.2,9.3
46223,2009-07-29,3.8,13.8,0.0,3.4,9.0
46224,2009-07-30,0.4,12.6,0.0,2.6,5.2
46225,2009-07-31,1.8,14.3,0.0,1.6,9.4
46226,2009-08-01,-2.4,13.7,0.0,2.4,
46227,2009-08-02,-2.7,12.4,0.0,2.6,
46228,2009-08-03,1.2,15.9,0.0,3.2,
46229,2009-08-04,-0.7,13.4,0.0,2.4,
46230,2009-08-05,-2.1,13.2,0.0,2.6,
46231,2009-08-06,3.3,15.8,0.0,2.2,
46232,2009-08-07,5.8,15.2,0.0,2.4,
46233,2009-08-08,-4.7,13.7,0.0,2.6,
46234,2009-08-09,-5.0,13.5,0.0,2.0,
46235,2009-08-10,-3.6,15.2,0.0,1.4,
46236,2009-08-11,2.7,15.5,1.6,1.6,
46237,2009-08-12,1.5,12.9,11.0,1.6,
46238,2009-08-13,4.5,15.5,0.2,1.2,
46239,2009-08-14,0.8,15.0,0.0,3.0,
46240,2009-08-15,-1.4,17.7,0.0,1.8,
46241,2009-08-16,-1.6,15.2,0.0,2.6,
46242,2009-08-17,5.6,13.7,1.4,2.6,
46243,2009-08-18,-3.8,15.1,0.0,3.4,
46244,2009-08-19,-2.4,16.2,0.0,2.2,
46245,2009-08-20,3.3,17.9,0.0,2.4,
46246,2009-08-21,2.1,12.4,0.0,2.8,
46247,2009-08-22,3.2,13.9,11.4,2.0,
46248,2009-08-23,8.2,18.9,1.6,2.8,
46249,2009-08-24,11.5,14.9,0.0,4.6,
46250,2009-08-25,5.5,10.9,0.4,4.8,
46251,2009-08-26,3.8,11.3,1.0,4.8,
46252,2009-08-27,4.7,16.1,0.0,3.4,
46253,2009-08-28,1.6,18.7,0.0,4.6,
46254,2009-08-29,6.9,17.5,1.6,3.6,
46255,2009-08-30,5.8,11.2,6.2,4.0,
46256,2009-08-31,5.1,13.4,0.0,4.0,
46257,2009-09-01,5.3,15.3,0.4,3.2,
46258,2009-09-02,-2.5,16.3,0.0,3.2,
46259,2009-09-03,1.1,17.6,0.0,2.8,
46260,2009-09-04,6.4,18.9,0.6,1.6,
46261,2009-09-05,-1.0,15.8,0.0,4.8,
46262,2009-09-06,-4.5,16.1,0.0,4.4,
46263,2009-09-07,1.9,12.0,5.0,3.8,
46264,2009-09-08,0.9,14.9,5.2,0.6,
46265,2009-09-09,2.1,13.7,2.2,1.8,
46266,2009-09-10,5.5,14.4,0.0,3.8,
46267,2009-09-11,-1.6,17.6,0.0,4.0,
46268,2009-09-12,4.6,22.4,0.0,3.6,
46269,2009-09-13,4.5,25.2,0.0,5.0,
46270,2009-09-14,8.0,19.6,0.0,10.2,
46271,2009-09-15,4.2,19.1,0.0,4.4,
46272,2009-09-16,0.1,23.6,0.0,4.2,
46273,2009-09-17,6.4,23.4,0.2,3.8,
46274,2009-09-18,10.1,20.4,4.8,5.0,
46275,2009-09-19,8.5,19.9,0.0,3.2,
46276,2009-09-20,3.7,22.6,0.0,4.8,
46277,2009-09-21,1.5,20.4,0.0,4.6,
46278,2009-09-22,11.4,21.2,4.8,4.6,
46279,2009-09-23,7.4,14.4,27.0,7.8,
46280,2009-09-24,7.6,16.1,0.0,3.2,
46281,2009-09-25,2.2,19.8,0.0,5.2,
46282,2009-09-26,5.6,10.6,3.4,8.0,
46283,2009-09-27,2.7,9.2,3.4,3.0,
46284,2009-09-28,3.9,14.7,0.0,3.4,
46285,2009-09-29,4.3,15.7,0.0,2.0,
46286,2009-09-30,0.1,19.3,0.0,4.6,
46287,2009-10-01,1.8,25.6,0.0,5.6,
46288,2009-10-02,7.0,17.3,0.0,5.6,
46289,2009-10-03,8.0,11.6,7.4,3.8,
46290,2009-10-04,6.6,12.4,3.0,1.8,
46291,2009-10-05,8.6,16.3,0.2,1.2,
46292,2009-10-06,2.6,16.2,4.0,3.2,
46293,2009-10-07,-0.6,11.0,1.2,4.0,
46294,2009-10-08,4.2,13.9,1.6,2.8,
46295,2009-10-09,-1.5,15.7,0.0,4.4,
46296,2009-10-10,1.2,15.8,0.0,2.6,
46297,2009-10-11,2.8,17.4,0.0,3.4,
46298,2009-10-12,2.2,15.2,1.0,3.0,
46299,2009-10-13,7.8,15.6,1.8,1.6,
46300,2009-10-14,8.5,14.5,2.2,4.6,
46301,2009-10-15,8.9,14.1,0.6,3.6,
46302,2009-10-16,2.8,16.0,3.0,3.0,
46303,2009-10-17,0.2,17.0,1.0,3.8,
46304,2009-10-18,8.4,18.5,3.8,3.8,
46305,2009-10-19,4.4,20.8,0.0,4.6,
46306,2009-10-20,5.9,25.0,0.0,4.4,
46307,2009-10-21,3.9,29.1,0.0,7.2,
46308,2009-10-22,11.6,26.8,0.0,6.4,
46309,2009-10-23,12.2,24.7,0.0,5.2,
46310,2009-10-24,8.0,26.1,0.0,7.0,
46311,2009-10-25,8.2,18.8,0.0,7.6,
46312,2009-10-26,8.0,15.3,14.0,4.2,
46313,2009-10-27,6.4,19.5,0.2,2.0,
46314,2009-10-28,9.1,25.0,0.0,1.8,
46315,2009-10-29,12.8,20.8,0.0,5.2,
46316,2009-10-30,8.9,28.4,0.0,3.2,
46317,2009-10-31,10.0,28.8,0.0,4.0,
46318,2009-11-01,11.5,32.2,0.0,5.6,
46319,2009-11-02,13.7,33.4,0.0,6.4,
46320,2009-11-03,14.8,32.1,0.8,7.8,
46321,2009-11-04,8.9,25.0,0.0,11.0,
46322,2009-11-05,10.2,19.1,0.0,3.2,
46323,2009-11-06,10.8,20.8,0.0,5.6,
46324,2009-11-07,9.2,25.1,0.0,3.4,
46325,2009-11-08,7.6,,0.0,5.0,
46326,2009-11-09,,31.7,0.0,7.6,
46327,2009-11-10,8.9,33.2,0.0,6.6,
46328,2009-11-11,9.8,33.7,0.0,8.8,
46329,2009-11-12,10.3,35.5,0.0,10.4,
46330,2009-11-13,13.9,27.0,0.0,10.2,
46331,2009-11-14,7.4,33.3,0.0,4.0,
46332,2009-11-15,12.3,34.1,0.0,8.0,
46333,2009-11-16,12.0,34.5,0.0,6.8,
46334,2009-11-17,10.5,28.0,0.0,13.2,
46335,2009-11-18,13.0,31.9,0.0,8.4,
46336,2009-11-19,12.9,39.2,0.0,6.2,
46337,2009-11-20,16.3,39.9,0.0,10.0,
46338,2009-11-21,18.4,30.3,0.8,11.4,
46339,2009-11-22,17.6,30.3,0.0,5.6,
46340,2009-11-23,14.5,18.5,0.0,9.0,
46341,2009-11-24,12.3,21.2,1.8,1.6,
46342,2009-11-25,11.8,34.6,0.0,1.8,
46343,2009-11-26,14.4,32.8,0.0,8.6,
46344,2009-11-27,13.4,26.2,10.6,9.0,
46345,2009-11-28,12.4,28.6,0.0,6.8,
46346,2009-11-29,12.9,20.2,0.0,14.2,
46347,2009-11-30,11.3,18.8,2.2,3.8,
46348,2009-12-01,6.7,21.6,4.6,4.4,
46349,2009-12-02,6.0,24.6,0.0,7.0,
46350,2009-12-03,7.1,28.6,0.0,5.8,
46351,2009-12-04,9.6,30.5,0.0,10.4,
46352,2009-12-05,10.1,26.8,0.0,11.2,
46353,2009-12-06,8.6,30.5,0.0,9.6,
46354,2009-12-07,11.7,31.8,0.0,8.6,
46355,2009-12-08,11.2,35.2,0.0,11.0,
46356,2009-12-09,10.7,23.7,12.2,12.0,
46357,2009-12-10,9.9,27.8,0.0,6.2,
46358,2009-12-11,11.0,22.8,0.0,10.8,
46359,2009-12-12,7.4,27.2,0.0,10.6,
46360,2009-12-13,8.9,32.1,0.0,10.0,
46361,2009-12-14,15.5,26.7,0.0,9.6,
46362,2009-12-15,14.5,32.5,0.0,8.0,
46363,2009-12-16,13.6,36.1,0.0,8.4,
46364,2009-12-17,14.7,39.1,0.0,11.4,
46365,2009-12-18,16.8,26.8,4.4,18.2,
46366,2009-12-19,7.6,30.2,0.0,5.2,
46367,2009-12-20,13.7,28.5,0.0,11.8,
46368,2009-12-21,14.9,32.2,0.0,6.0,
46369,2009-12-22,12.2,34.9,0.0,10.4,
46370,2009-12-23,13.4,35.8,0.0,11.0,
46371,2009-12-24,16.9,35.9,0.0,11.4,
46372,2009-12-25,17.9,19.3,12.2,14.0,
46373,2009-12-26,13.4,18.2,28.0,3.2,
46374,2009-12-27,13.7,27.1,4.8,0.6,
46375,2009-12-28,17.2,28.6,9.4,4.8,
46376,2009-12-29,14.2,31.2,0.0,5.4,
46377,2009-12-30,11.4,28.5,0.0,9.2,
46378,2009-12-31,13.2,29.1,0.0,9.2,
46379,2010-01-01,19.0,30.4,0.2,6.4,
46380,2010-01-02,19.8,30.3,0.0,10.2,
46381,2010-01-03,16.4,29.7,0.0,8.6,
46382,2010-01-04,14.5,29.3,0.0,8.8,
46383,2010-01-05,13.7,30.6,0.0,6.2,
46384,2010-01-06,14.2,33.4,0.0,7.8,
46385,2010-01-07,13.8,27.4,0.0,11.4,
46386,2010-01-08,16.4,32.3,0.0,7.4,
46387,2010-01-09,14.5,,0.0,7.6,
46388,2010-01-10,,38.6,0.0,11.6,
46389,2010-01-11,16.3,38.2,0.0,12.6,
46390,2010-01-12,18.9,39.8,0.0,11.6,
46391,2010-01-13,24.4,34.9,0.0,17.8,
46392,2010-01-14,15.2,27.1,0.0,8.8,
46393,2010-01-15,16.2,30.0,0.0,6.2,
46394,2010-01-16,15.8,31.5,0.0,7.0,
46395,2010-01-17,12.7,27.2,1.8,5.6,
46396,2010-01-18,11.5,20.7,0.0,14.4,
46397,2010-01-19,3.5,24.9,0.0,7.2,
46398,2010-01-20,9.8,31.1,0.0,9.8,
46399,2010-01-21,,,0.0,13.0,
46400,2010-01-22,,39.0,0.0,12.4,
46401,2010-01-23,23.7,36.7,0.0,20.0,
46402,2010-01-24,11.4,29.6,0.0,14.6,
46403,2010-01-25,12.6,34.4,0.0,,
46404,2010-01-26,16.3,36.0,0.0,10.6,
46405,2010-01-27,15.7,33.2,0.0,13.6,
46406,2010-01-28,18.2,32.9,4.8,8.0,
46407,2010-01-29,14.4,33.3,0.0,7.8,
46408,2010-01-30,15.5,29.1,0.0,10.8,
46409,2010-01-31,14.2,31.3,0.0,7.6,
46410,2010-02-01,17.1,32.5,0.0,5.4,
46411,2010-02-02,14.4,28.0,0.0,10.8,
46412,2010-02-03,17.3,27.9,0.0,10.0,
46413,2010-02-04,19.9,29.1,0.0,9.4,
46414,2010-02-05,20.1,25.9,3.4,5.2,
46415,2010-02-06,16.6,25.2,17.6,4.6,
46416,2010-02-07,16.5,26.0,0.0,6.4,
46417,2010-02-08,19.5,26.9,0.0,3.4,
46418,2010-02-09,,31.5,0.0,3.8,
46419,2010-02-10,17.2,33.4,0.0,7.2,
46420,2010-02-11,16.0,34.0,0.2,5.6,
46421,2010-02-12,20.3,30.7,0.8,7.6,
46422,2010-02-13,16.8,19.5,12.8,7.2,
46423,2010-02-14,16.8,22.8,56.2,4.2,
46424,2010-02-15,16.2,23.9,35.0,3.4,
46425,2010-02-16,15.3,25.0,7.2,6.0,
46426,2010-02-17,11.9,27.4,0.0,5.6,
46427,2010-02-18,11.3,24.2,0.0,6.2,
46428,2010-02-19,10.6,25.8,0.0,7.6,
46429,2010-02-20,11.8,27.7,0.0,4.0,
46430,2010-02-21,14.2,30.9,0.0,7.2,
46431,2010-02-22,16.3,31.5,0.0,6.8,
46432,2010-02-23,17.2,27.0,0.0,9.6,
46433,2010-02-24,10.2,25.1,0.0,8.8,
46434,2010-02-25,12.0,25.6,0.0,5.0,
46435,2010-02-26,8.9,26.4,0.0,7.0,
46436,2010-02-27,11.9,29.3,0.0,6.4,
46437,2010-02-28,16.5,26.8,0.0,6.6,
46438,2010-03-01,12.8,20.8,9.6,,8.3
46439,2010-03-02,9.6,20.1,0.0,6.4,8.8
46440,2010-03-03,8.5,25.5,0.0,5.4,12.0
46441,2010-03-04,10.5,25.7,0.0,5.4,8.5
46442,2010-03-05,14.4,21.3,0.0,6.0,0.0
46443,2010-03-06,17.4,27.0,13.2,1.2,7.8
46444,2010-03-07,19.2,25.1,0.0,3.8,2.9
46445,2010-03-08,18.2,23.9,21.8,4.2,6.3
46446,2010-03-09,15.4,22.3,3.6,6.8,10.6
46447,2010-03-10,8.3,21.7,0.0,5.2,10.4
46448,2010-03-11,7.5,20.5,0.0,4.4,11.7
46449,2010-03-12,10.7,20.7,0.0,5.2,3.1
46450,2010-03-13,11.8,21.0,0.0,3.6,8.4
46451,2010-03-14,9.8,22.2,0.0,4.2,6.3
46452,2010-03-15,9.1,24.4,0.0,3.0,8.9
46453,2010-03-16,9.9,26.6,0.0,4.6,11.5
46454,2010-03-17,10.1,27.3,0.0,5.4,11.6
46455,2010-03-18,10.6,28.5,0.0,4.6,10.4
46456,2010-03-19,11.0,26.0,0.0,4.0,2.7
46457,2010-03-20,10.4,28.9,0.0,3.4,9.8
46458,2010-03-21,13.7,27.7,0.0,5.0,6.8
46459,2010-03-22,7.7,23.8,0.0,6.0,11.1
46460,2010-03-23,7.9,26.5,0.0,4.6,
46461,2010-03-24,8.3,26.4,0.0,5.2,10.4
46462,2010-03-25,12.1,26.8,0.0,3.8,11.1
46463,2010-03-26,8.7,29.1,0.0,4.4,10.7
46464,2010-03-27,8.3,27.9,0.0,6.0,9.9
46465,2010-03-28,12.8,28.8,0.0,4.6,8.7
46466,2010-03-29,17.0,22.8,1.4,5.0,0.1
46467,2010-03-30,16.4,20.6,3.4,2.2,1.2
46468,2010-03-31,11.5,22.1,35.0,2.6,8.8
46469,2010-04-01,6.6,23.1,0.0,3.4,10.8
46470,2010-04-02,7.0,20.8,0.0,2.6,5.9
46471,2010-04-03,9.2,20.8,0.0,4.2,6.8
46472,2010-04-04,8.5,19.9,0.6,3.8,10.0
46473,2010-04-05,6.8,21.9,0.0,3.4,10.5
46474,2010-04-06,9.0,21.2,0.0,3.6,4.0
46475,2010-04-07,14.2,20.0,1.4,2.2,1.0
46476,2010-04-08,14.5,22.2,1.0,1.0,9.3
46477,2010-04-09,7.9,21.1,0.0,4.0,6.8
46478,2010-04-10,8.1,22.6,0.0,3.4,6.5
46479,2010-04-11,12.9,20.4,2.8,3.2,9.2
46480,2010-04-12,6.1,17.5,0.0,5.4,10.8
46481,2010-04-13,0.2,20.3,0.0,3.6,9.9
46482,2010-04-14,0.7,21.7,0.0,2.8,8.9
46483,2010-04-15,3.9,21.7,0.0,3.6,10.7
46484,2010-04-16,7.1,22.2,0.0,3.2,9.5
46485,2010-04-17,7.0,23.9,0.0,1.6,10.1
46486,2010-04-18,10.1,23.7,0.0,3.0,9.9
46487,2010-04-19,9.4,24.7,0.0,3.0,9.5
46488,2010-04-20,10.0,24.4,0.0,3.2,7.6
46489,2010-04-21,6.1,25.0,0.0,3.0,10.4
46490,2010-04-22,7.3,25.4,0.0,2.4,8.9
46491,2010-04-23,6.0,25.0,0.0,3.0,8.8
46492,2010-04-24,14.8,17.1,0.2,5.2,0.1
46493,2010-04-25,10.6,19.2,13.2,2.6,8.8
46494,2010-04-26,1.5,16.9,0.2,3.6,10.7
46495,2010-04-27,2.5,14.2,0.0,2.0,0.0
46496,2010-04-28,3.6,17.9,0.0,1.4,10.5
46497,2010-04-29,8.8,18.1,0.0,3.6,10.2
46498,2010-04-30,3.6,19.5,0.0,3.8,9.2
46499,2010-05-01,5.5,19.8,0.0,3.4,9.3
46500,2010-05-02,1.7,21.2,0.0,2.8,10.0
46501,2010-05-03,3.2,21.1,0.0,3.2,6.6
46502,2010-05-04,6.6,22.5,0.6,2.8,8.1
46503,2010-05-05,9.4,13.0,19.6,2.8,5.6
46504,2010-05-06,5.4,16.1,0.4,4.2,9.0
46505,2010-05-07,1.8,16.8,0.0,3.0,7.0
46506,2010-05-08,0.7,19.0,0.0,1.4,9.8
46507,2010-05-09,2.0,19.0,0.0,1.4,9.7
46508,2010-05-10,1.4,18.9,0.0,2.0,9.8
46509,2010-05-11,1.3,18.2,0.0,2.4,9.1
46510,2010-05-12,-1.5,13.9,0.0,2.4,9.6
46511,2010-05-13,-3.7,15.9,0.0,2.6,8.8
46512,2010-05-14,-0.3,17.0,0.0,5.2,7.7
46513,2010-05-15,-0.7,17.3,0.0,2.4,9.6
46514,2010-05-16,-2.0,17.0,0.0,1.6,6.1
46515,2010-05-17,3.6,16.1,0.0,1.2,2.2
46516,2010-05-18,0.0,16.4,0.0,1.6,9.5
46517,2010-05-19,-1.6,16.9,0.0,1.4,9.0
46518,2010-05-20,0.8,14.1,0.0,2.2,6.7
46519,2010-05-21,2.0,15.8,0.0,0.8,7.4
46520,2010-05-22,0.6,15.0,0.0,1.2,7.5
46521,2010-05-23,2.0,15.4,0.0,1.6,7.1
46522,2010-05-24,3.7,15.6,0.0,1.8,2.5
46523,2010-05-25,7.7,13.8,0.6,1.0,0.0
46524,2010-05-26,7.6,14.9,11.2,2.2,3.3
46525,2010-05-27,4.9,15.0,0.8,2.4,4.7
46526,2010-05-28,7.7,17.0,0.0,1.4,2.7
46527,2010-05-29,9.7,13.6,8.4,1.0,0.0
46528,2010-05-30,8.9,12.4,20.8,2.8,0.0
46529,2010-05-31,9.2,15.8,17.0,2.8,6.3
46530,2010-06-01,0.0,15.0,0.0,2.6,7.1
46531,2010-06-02,2.1,16.1,0.0,1.8,8.2
46532,2010-06-03,4.7,15.9,0.0,1.4,3.5
46533,2010-06-04,7.0,15.1,0.0,0.8,1.5
46534,2010-06-05,0.3,14.9,0.0,1.6,9.1
46535,2010-06-06,-1.2,13.6,0.0,0.8,6.3
